data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,translated_category,tinder_bio
10888522,45.0,Naturens Energi,Nødder & Kerner,Cashewnødder,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2515x4193_4933x6930_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229472/2025-12-20/10888522.jpg,Cashew nuts,Nuts & Kernels,"Cashew nuts: creamy, bold, and ready to conquer any snack. 🍳"
10888704,30.0,Mini Favoritter,Chokolade,Dessertchokolade,1,0,æsk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229473/2025-12-20/10888704.jpg,Dessert chocolate,Chocolate,✨ Treat yourself to a sweet escape with every bite! 🍫
10888581,39.0,Guldknas,Chokolade,Dragée Dronningmandler,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_2737x1456_4966x4231_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229473/2025-12-20/10888581.jpg,Dragée Queenmandler,Chocolate,"✨ Dragée Queenmandler 🌟 | Sweets, secrets, and a sprinkle of mischief."
10888585,39.0,Guldknas,Chokolade,Dragée Pariserlinser,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_2737x1456_4966x4231_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229474/2025-12-20/10888585.jpg,Dragée Pariserlinser,Chocolate,"✨ A sweet, sticky treat that dances with the rhythm of your day! 🌟"
10888554,45.0,Naturens Energi,Snacknødder & Nøddeblandinger,Pistacienødder Ristede & Saltede,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2515x4193_4933x6930_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229474/2025-12-20/10888554.jpg,Pistachios toasted & Salted,Snacknuts & Nuts,"Toast it, salt it, and make it unforgettable—*Pistachios toasted & Salted* 🌞✨"
10888555,45.0,Naturens Energi,Nødder & Kerner,Valnødder,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_14_2515x4193_4933x6930_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229475/2025-12-20/10888555.jpg,Walnuts,Nuts & Kernels,"✨ Crunchy, creamy, and perfect for any snack—just ask me what I’m doing. 🍬"
10888426,12.0,Salami Hapser,Pålægspølser,Salami Snacks,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_12_2548x107_4993x3837_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229475/2025-12-20/10888426.jpg,Salami Snacks,"Meat of bovine animals, fresh, chilled or frozen",Savor the tang of adventure with every bite! 🍴
10888702,30.0,Mini Karamel Skildpadder,Chokolade,Chokoladeskildpadder,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229476/2025-12-20/10888702.jpg,Chocolate turtles,Chocolate,✨ Chocolate turtles who love to snack and splash in the dark 🐢
10888578,30.0,Mini Skildpadder,Chokolade,Chokoladeskildpadder,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229476/2025-12-20/10888578.jpg,Chocolate turtles,Chocolate,✨ Chocoturtle 🐢 — the sweetest snack ever! 🍫
10888616,199.0,Hendricks,Gin,Gin,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_18_86x3777_2440x7016_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229477/2025-12-20/10888616.jpg,Gin,Gin,"Sip, savor, and sway—just like a good gin night. 🍸"
10888621,199.0,Skye,Whisky,Whisky,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_18_86x3777_2440x7016_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229477/2025-12-20/10888621.jpg,Whiskey,Whiskey,"Whiskey: ""Sip, savor, and never say 'no' to a good drink."" 🍸"
10888685,30.0,Anthon Berg,Chokolade,Mini Nougat i Marcipan,1,0,æsk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229478/2025-12-20/10888685.jpg,Mini Nougat in Marzipan,Chocolate,"✨ Tiny sweet delight, perfect for a quick snack or a treat to share!"
10888737,30.0,Anthon Berg,Chokolade,Marcipantærter Mini Blomme i Maderia,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229478/2025-12-20/10888737.jpg,Marzipan peas Mini Plum in Maderia,Chocolate,"A sweet, tart delight that melts in your mouth and whispers secrets of the Mediterranean— 🍓✨"
10888687,30.0,Anthon Berg,Chokolade,Marcipanbrød Mini,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_54x182_2774x4123_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229479/2025-12-20/10888687.jpg,Marzipan bread Mini,Chocolate,"Sweet, sticky, and slightly sweet-creamy, I'm the mini marzipan bread that's perfect for a snack or a treat. 🍫"
10888389,35.0,Premieur,Røget og gravad,Laks i skiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_10_2537x3794_4901x6957_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229479/2025-12-20/10888389.jpg,Salmon in slices,Smoked and gravad,"Sashimi lover, sushi enthusiast, and snack savant—ready to slice the mood. 🍣"
10888684,59.0,Koffeinfri,Instant Kaffe,Instant Kaffe,1,0,gl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_65x4058_4928x6968_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229480/2025-12-20/10888684.jpg,Instant Coffee,Instant Coffee,"☕️ Stir it up, taste the magic—instant bliss in every cup."
10888683,59.0,Classic,Instant Kaffe,Instant Kaffe,1,0,gl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_16_65x4058_4928x6968_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229480/2025-12-20/10888683.jpg,Instant Coffee,Instant Coffee,"☕️ Brew your own joy, any time, anywhere."
10888661,129.0,,Belysning indendørs,Bordlampe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_20_200x2439_2666x4641_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229481/2025-12-20/10888661.jpg,Table lamp,Lighting indoors,✨ Glow up your space with a little light magic! 🌟
10888634,20.0,,Optænding,Lighter,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_19_2461x2482_4750x4603_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229481/2025-12-20/10888634.jpg,Lighter,Inflammation,"✨ Lighter than a whisper, I cut through the noise and make things feel less heavy. ✨"
10888656,169.0,,Belysning indendørs,Gulvlampe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_19_11x37_2407x4555_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229481/2025-12-20/10888656.jpg,Floor lamp,Lighting indoors,✨ Glow up your space with a touch of whimsy! ✨
10888644,30.0,Bodyguide Underwear,Dametøj,Strømpebukser,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_19_200x4614_2450x6779_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229483/2025-12-20/10888644.jpg,Pantyhose,Women's clothing,✨ Always ready for the perfect pair of moments.
10888660,40.0,,Lys/lyskæder,LED bloklys,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_20_216x20_2661x2412_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229483/2025-12-20/10888660.jpg,LED block lights,Lights/light chains,✨ Light up the night with a flick of your finger! ✨
10888663,129.0,,Belysning indendørs,Lavalampe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_20_2704x242_4755x4657_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229484/2025-12-20/10888663.jpg,Lava lamp,Lighting indoors,"🔥 Glow up, glow down, and glow everywhere! 🌟"
10888631,25.0,,Stearinlys,Gravlys,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/51/64237/Netto522025-1_19_2467x198_4788x2460_zoom.jpg,2025-12-20,2025-12-23,https://res.cloudinary.com/dfqzmnlga/image/upload/v1766229484/2025-12-20/10888631.jpg,Digging lights,Candles,✨ Unveil the darkness with a flick of your finger — I'm the light you need in the darkest moments. ✨
